"Timestamp","Barometric Pressure Hecto Pascals","Wind direction minimum Degrees","Wind direction average Degrees","Wind direction maximum Degrees","Wind speed minimum m/s","Wind speed average m/s","Wind speed maximum m/s","Air temperature Celsius","Internal temperature Celsius","Relative humidity  % RH","Rain accumulation  Millimeters","Rain duration Hours","Rain intensity mm/h","Hail accumulation Count","Hail duration ","Hail intensity  -","Rain peak intensity mm/h","Hail peak intensity ","Water level Meters","Solar radiation W/m^2","Heating temperature Celsius","Heating voltage Volts","Supply voltage Volts","3.5V ref. voltage Volts"
1682049740000,1017.9,57,69,73,4.1,4.4,4.8,25,25,72.7,24.76,3.0083333333333333,0,0,0,0,62,0,0.10604722424242419,-0.00479256,0,0,13.3,3.624
1682050041000,1017.8,47,54,63,2.8,3.2,4.1,25.1,25.1,73.8,24.76,3.0083333333333333,0,0,0,0,62,0,0.07375709090909077,-0.00429859,0,0,13.3,3.623
1682050342000,1017.8,52,58,64,2.6,3,3.4,25.2,25.2,74.8,24.76,3.0083333333333333,0,0,0,0,62,0,0.06760067878787845,-0.00479256,0,0,13.3,3.622
1682050643000,1017.8,63,70,82,2.7,3.9,4.4,25.1,25.1,73.8,24.76,3.0083333333333333,0,0,0,0,62,0,0.05467345454545436,-0.00397278,0,0,13.3,3.623
1682050944000,1017.6,92,99,113,3.6,4.3,4.7,25.1,25.1,73.1,24.76,3.0083333333333333,0,0,0,0,62,0,0.04004576969696938,-0.00381513,0,0,13.3,3.623
1682051245000,1017.6,58,70,81,2,2.7,2.9,25.2,25.2,76.1,24.76,3.0083333333333333,0,0,0,0,62,0,0.01902273939393928,-0.00381513,0,0,13.3,3.624
1682051546000,1017.5,21,37,66,2.8,3.4,3.8,24.9,24.9,72.3,24.76,3.0083333333333333,0,0,0,0,62,0,-0.009385503030303166,-0.00414094,0,0,13.3,3.623
1682051847000,1017.4,46,60,73,2.7,3,3.2,25.1,25.1,73,24.76,3.0083333333333333,0,0,0,0,62,0,-0.03220829090909105,-0.00495021,0,0,13.3,3.623
1682052148000,1017.4,48,62,85,2.7,3.3,3.8,25.1,25.1,72.6,24.76,3.0083333333333333,0,0,0,0,62,0,-0.05673153939393938,-0.0046244,0,0,13.3,3.623
1682052449000,1017.4,49,63,78,3,3.2,3.4,25.2,25.2,74.5,24.76,3.0083333333333333,0,0,0,0,62,0,-0.06539830303030358,-0.00414094,0,0,13.3,3.622
1682052750000,1017.4,48,60,70,4.3,4.9,5.3,25.1,25.1,74.6,24.76,3.0083333333333333,0,0,0,0,62,0,-0.08836072727272759,-0.004466749999999999,0,0,13.3,3.623
1682053051000,1017.3,47,77,114,0.4,1.1,2.2,25.1,25.1,75,24.76,3.0083333333333333,0,0,0,0,62,0,-0.11842598787878833,-0.00414094,0,0,13.3,3.623
1682053352000,1017.4,52,63,69,4.2,5.1,5.5,25,25,72.9,24.76,3.0083333333333333,0,0,0,0,62,0,-0.13026404848484852,-0.00381513,0,0,13.3,3.623
1682053653000,1017.3,44,53,62,2.6,3.2,3.9,25.2,25.2,75.2,24.76,3.0083333333333333,0,0,0,0,62,0,-0.14205246060606092,-0.00414094,0,0,13.3,3.623
1682053954000,1017.2,68,71,80,3.4,4,4.2,25,25,73.9,24.76,3.0083333333333333,0,0,0,0,62,0,-0.16946463030303027,-0.00397278,0,0,13.3,3.623
1682054255000,1017.2,61,76,86,2.2,2.9,4.2,25.2,25.2,75.7,24.76,3.0083333333333333,0,0,0,0,62,0,-0.19171956363636378,-0.00316351,0,0,13.3,3.623
1682054556000,1017.2,61,71,84,2.9,3.5,4,25,25,74.9,24.76,3.0083333333333333,0,0,0,0,62,0,-0.21217163636363656,-0.0028377,0,0,13.3,3.623
1682054857000,1017,99,103,112,3.8,4.7,5.3,25.1,25.1,77,24.76,3.0083333333333333,0,0,0,0,62,0,-0.22490957575757609,-0.00414094,0,0,13.3,3.623
